Chunk_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text
693,7.0,0.5109999775886536,"realdonaldtrump, great, thank, trump, make, good, would, go, get, need","['major', 'diplomatic', 'breakthrough', 'yesterday', 'celebrate', 'vote', 'wrong', 'want', 'give', 'authority', 'sequester', 'cut', 'pathetic', 'thank', 'true', 'thank', 'interesting', 'none']"
694,7.0,0.6309000253677368,"realdonaldtrump, great, thank, trump, make, good, would, go, get, need","['true', 'honest', 'thank', 'ed', 'wetzeldrake', 'thank', 'ironic', 'president', 'people', 'push', 'universal', 'find', 'time', 'energy', 'special', 'diet', 'choice', 'move', 'government', 'spend', 'year', 'sequester', 'pittance', 'outlay', 'less', 'problem', 'obomination', 'goangelo', 'much', 'many', 'people', 'say']"
695,7.0,0.8579999804496765,"realdonaldtrump, great, thank, trump, make, good, would, go, get, need","['rating', 'tank', 'hit', 'number', 'come', 'dead', 'silence', 'come', 'mention', 'season', 'show', 'blow', 'rove', 'ad', 'campaign', 'make', 'credible', 'candidate', 'careful', 'mitch', 'mitch', 'mcconnell', 'want', 'win', 'election', 'get', 'rid', 'fast', 'thank', 'attention', 'give', 'unreal', 'stupid', 'get', 'stupid', 'ad', 'make', 'hot', 'talk', 'ad', 'bad', 'political', 'history', 'press', 'event', 'today', 'birthday']"
696,7.0,0.6606000065803528,"realdonaldtrump, great, thank, trump, make, good, would, go, get, need","['happy', 'birthday', 'enjoy', 'understand', 'side', 'argument', 'kenbroadwater', 'thank', 'true', 'close', 'sikorsky']"
697,7.0,0.7892000079154968,"realdonaldtrump, great, thank, trump, make, good, would, go, get, need","['thank', 'thank', 'good', 'luck', 'generalsam', 'nice', 'thank', 'espngolf', 'cadillacchamp', 'thank', 'good', 'require', 'full', 'time', 'attention', 'application', 'mida', 'touch', 'succeed', 'must', 'creative', 'persistent', 'swing', 'watch', 'history', 'interview', 'explain', 'support', 'event', 'proud']"
698,7.0,0.6679999828338623,"realdonaldtrump, great, thank, trump, make, good, would, go, get, need","['excite', 'warn', 'time', 'insane', 'proud', 'performance', 'record', 'season', 'watch', 'remember', 'say', 'success', 'easy', 'good', 'luck', 'come', 'work', 'hard', 'love', 'find', 'success', 'luck', 'good', 'aspect', 'depression', 'separate', 'winner', 'loser', 'make', 'deserve', 'year', 'discover', 'brand', 'build', 'people', 'surround', 'work', 'call', 'unchained', 'accesshollywood', 'see', 'firework', 'see', 'go', 'let', 'say', 'happy', 'reunion', 'thank', 'thank', 'run', 'race', 'lose', 'run', 'ad', 'win']"
699,8.0,0.4415999948978424,"thank, other, great, little, good, news, man, entrepreneur, course, rally","['build', 'corporate', 'espionage', 'currency', 'manipulation', 'cheap', 'labor', 'economy', 'tick', 'time', 'bomb', 'go', 'path', 'may', 'lead', 'go', 'path', 'leave', 'thank', 'thank', 'good', 'work', 'mystudentapt', 'thank', 'good', 'love', 'hero', 'thank', 'thank', 'nice', 'think', 'theapprentice', 'would', 'rating', 'machine', 'know', 'samijok', 'realdonaldtrump', 'guilty', 'doubt']"
700,7.0,0.7021999955177307,"realdonaldtrump, great, thank, trump, make, good, would, go, get, need","['well', 'fast', 'little', 'prime', 'time', 'want', 'money', 'move', 'morning', 'slot', 'say', 'way', 'go', 'long', 'tough', 'road', 'turn', 'look', 'wrong', 'people', 'realdonaldtrump', 'look', 'would', 'tell', 'smart', 'ask', 'thank', 'popular', 'request', 'live', 'tweet', 'celebrity', 'watch', 'night', 'cancel', 'love', 'see', 'opponent', 'lose', 'nice', 'job', 'producer', 'opponent', 'care', 'love', 'win']"
701,7.0,0.4607999920845032,"realdonaldtrump, great, thank, trump, make, good, would, go, get, need","['opponent', 'compete', 'rating', 'machine', 'thank', 'nice', 'josephbynature', 'realdonaldtrump', 'apprentice', 'great', 'show', 'thank', 'dwade', 'realdonaldtrump', 'vacation', 'kid', 'great', 'pay', 'attention', 'detail', 'know', 'aspect', 'set', 'big', 'surprise', 'thank', 'enjoy', 'apprentice', 'boardroom', 'remember', 'feature', 'pm', 'like', 'mint', 'diplomat', 'dennisrodman', 'different', 'competitor', 'continue', 'success', 'build', 'build', 'brand', 'people', 'know', 'deliver', 'blame', 'party', 'leave', 'waste', 'life', 'go', 'go', 'rebuild']"
702,7.0,0.29820001125335693,"realdonaldtrump, great, thank, trump, make, good, would, go, get, need","['due', 'popular', 'demand', 'lisarinna', 'return', 'season', 'fan', 'disappoint', 'today', 'mark', 'year', 'anniversary', 'andrewbreitbart', 'pass', 'mission', 'live', 'breitbartnew', 'obama', 'attack', 'would', 'think', 'champion', 'would', 'return', 'compete', 'return', 'thank', 'rise', 'stay', 'confident', 'bad', 'happen', 'bump', 'road', 'pass', 'think', 'big', 'champion', 'river', 'love', 'side', 'table', 'boardroom', 'leave', 'punch', 'celebapprentice', 'people', 'know', 'work', 'mastery', 'seem', 'wonderful', 'thank', 'enjoy', 'clicker', 'ready', 'apprenticenbc', 'fan', 'realdonaldtrump', 'promise', 'plenty', 'promise', 'tough']"
703,7.0,0.6891999840736389,"realdonaldtrump, great, thank, trump, make, good, would, go, get, need","['use', 'oil', 'show', 'see', 'season', 'thank', 'great', 'entertainment', 'thank', 'nice', 'true', 'realdonaldtrump', 'next', 'week', 'shake', 'hand', 'tee', 'peace', 'celebrity', 'apprentice', 'great', 'entertainment', 'school', 'business', 'world', 'thank', 'realdonaldtrump', 'would', 'take', 'make', 'donnell', 'least', 'cancel', 'low', 'life', 'bill', 'get', 'go', 'feel', 'good', 'praise', 'animal', 'take', 'world', 'fire', 'drop', 'can']"
704,7.0,0.6464999914169312,"realdonaldtrump, great, thank, trump, make, good, would, go, get, need","['thank', 'thank', 'good', 'stevesm', 'realdonaldtrump', 'purchase', 'trump', 'tie', 'great', 'styling', 'stevesm', 'realdonaldtrump', 'purchase', 'trump', 'tie', 'great', 'styling', 'thank', 'realdonaldtrump', 'buy', 'property', 'great', 'deal', 'thank', 'realdonaldtrump', 'reason', 'watch', 'season', 'wish', 'people', 'would', 'stop', 'pier', 'morgan', 'life', 'pier', 'well', 'life', 'wrong', 'billionirv', 'thank', 'nice', 'word']"
705,7.0,0.6101999878883362,"realdonaldtrump, great, thank, trump, make, good, would, go, get, need","['hear', 'like', 'follow', 'good', 'little', 'soldier', 'kat', 'realdonaldtrump', 'trump', 'thank', 'coolness', 'realdonaldtrump', 'call', 'show', 'insightful', 'thank', 'wait', 'celebrity', 'tomorrow', 'trump', 'thank', 'mathemagicianuk', 'thank', 'thank', 'thank', 'thank', 'tomorrow', 'thank', 'need']"
706,7.0,0.48919999599456787,"realdonaldtrump, great, thank, trump, make, good, would, go, get, need","['follower', 'nicolewallace', 'realdonaldtrump', 'be', 'respond', 'nicole', 'thank', 'sanquint', 'wait', 'tomorrow', 'love', 'thank', 'run', 'president', 'election', 'thank', 'nice', 'word', 'realdonaldtrump', 'look', 'show', 'love', 'thank', 'pray', 'bless', 'week', 'thank', 'wait', 'tomorrow', 'circle', 'calendar', 'month', 'great', 'thank', 'notice', 'next', 'chance', 'role', 'model', 'big', 'fan', 'realdonaldtrump', 'thank']"
707,7.0,0.5734000205993652,"realdonaldtrump, great, thank, trump, make, good, would, go, get, need","['would', 'love', 'reply', 'realdonaldtrump', 'huge', 'celebrity', 'come', 'realdonaldtrump', 'notice', 'tweet', 'read', 'tweet', 'idol', 'thank', 'bad', 'article', 'die', 'dead', 'magazine', 'false', 'lot', 'hatre', 'boring', 'magazine', 'close', 'true', 'thank', 'irrelevant', 'read', 'care', 'true', 'realdonaldtrump', 'jealousy', 'ignore', 'false', 'reporting', 'expose', 'loser', 'great', 'advice', 'realdonaldtrump', 'publish', 'realdonaldtrump', 'thought', 'select', 'great', 'honor', 'thank', 'support', 'early', 'day', 'wait', 'see', 'induct']"
708,7.0,0.6855999827384949,"realdonaldtrump, great, thank, trump, make, good, would, go, get, need","['want', 'see', 'tonight', 'see', 'live', 'tweet', 'celebrity', 'apprentice', 'host', 'dateline', 'prior', 'apprentice', 'loser', 'hater', 'invite', 'watch', 'celebrity', 'apprentice', 'many', 'great', 'productive', 'people', 'hope', 'learn', 'loser', 'hater', 'low', 'dumb', 'learn', 'watch', 'apprentice', 'check', 'tweet', 'succeed', 'cast', 'look', 'amazing', 'celebapprentice', 'look', 'look', 'reduce', 'lip', 'good', 'move', 'believe', 'bretmichael', 'make', 'mistake', 'come', 'competitor', 'disagree']"
709,6.0,0.5249999761581421,"hard, woman, result, crazy, work, announce, come, source, nice, crowd","['would', 'choose', 'handle', 'celebapprentice', 'ivankatrump', 'advisor', 'hate', 'thegarybusey', 'different', 'celebapprentice', 'dennisrodman', 'must', 'think', 'wonderful', 'people', 'show', 'terrific', 'celebapprentice', 'big', 'mistake', 'brandenroderick', 'celebapprentice', 'impress', 'teutul', 'good', 'show', 'celebapprentice', 'worry', 'go', 'fire', 'give', 'indication']"
710,7.0,0.7042999863624573,"realdonaldtrump, great, thank, trump, make, good, would, go, get, need","['ivankatrump', 'look', 'movie', 'day', 'beauty', 'celebapprentice', 'right', 'show', 'know', 'play', 'game', 'celebapprentice', 'defend', 'celebapprentice', 'think', 'decision', 'would', 'do', 'friend', 'morning', 'brande', 'would', 'fired', 'raise', 'large', 'sum', 'bret', 'hand', 'raise', 'little', 'brande', 'smart', 'bring', 'realdonaldtrump', 'think', 'decision', 'would', 'do', 'celebapprentice', 'trump', 'great', 'thank', 'foxandfriend', 'interview', 'fire', 'politic']"
711,7.0,0.3702000081539154,"realdonaldtrump, great, thank, trump, make, good, would, go, get, need","['glad', 'could', 'see', 'last', 'night', 'win', 'clock', 'hour', 'key', 'rating', 'demographic', 'include', 'age', 'group', 'rank', 'program', 'pm', 'time', 'period', 'adult', 'age', 'group', 'reveal', 'first', 'image', 'announce', 'prepare', 'currency', 'war', 'outrageous', 'fear', 'leader', 'thank', 'want', 'successful', 'life', 'able', 'handle', 'pressure', 'think', 'big', 'week', 'audience', 'choose', 'celebrity', 'celebapprentice', 'use', 'twitter', 'celebrity', 'high', 'total', 'noon', 'get', 'extra', 'donation', 'pick', 'use', 'celebrity', 'name', 'follow']"
712,7.0,0.7123000025749207,"realdonaldtrump, great, thank, trump, make, good, would, go, get, need","['hope', 'happy', 'birthday', 'defend', 'bret', 'say', 'go', 'remember', 'bret', 'choose', 'could', 'consider', 'big', 'mistake', 'show', 'press', 'take', 'funny', 'cont', 'previous', 'would', 'job', 'current', 'cont', 'head', 'national', 'doral', 'check', 'progress', 'thank', 'good', 'luck', 'scheekster', 'agree', 'beautiful', 'course', 'play', 'thank', 'remember', 'bad', 'thing', 'negotiation', 'seem', 'desperate', 'make', 'deal']"
713,7.0,0.28999999165534973,"realdonaldtrump, great, thank, trump, make, good, would, go, get, need","['fantastic', 'sure', 'visit', 'motivation', 'problem', 'formula', 'knowledge', 'good', 'way', 'learn', 'study', 'history', 'success', 'failure', 'industry', 'arrive', 'trump', 'say', 'great', 'player', 'place', 'amazing', 'come', 'see', 'happy', 'birthday', 'doral', 'meeting', 'monitor', 'work', 'observer', 'other', 'think', 'billionaire', 'important', 'promote', 'image', 'day', 'part', 'sense', 'self', 'sense', 'purpose', 'thank', 'evan', 'good', 'thank']"
714,7.0,0.5845999717712402,"realdonaldtrump, great, thank, trump, make, good, would, go, get, need","['great', 'honor', 'speak', 'rgreggkeller', 'announce', 'realdonaldtrump', 'feature', 'speaker', 'cpac', 'ticket', 'today', 'wish', 'good', 'luck', 'fantastic', 'sure', 'visit', 'build', 'brand', 'build', 'foundation', 'come', 'big', 'building', 'deep', 'need', 'announce', 'macmiller', 'song', 'go', 'platinum', 'tell', 'momentum', 'lack', 'energy', 'lead', 'good', 'idea', 'get', 'momentum', 'go', 'keep', 'go', 'dateline', 'feature', 'set', 'season', 'high', 'household', 'rating', 'wonder', 'like', 'much', 'foxsport', 'blowing', 'doralresort']"
715,7.0,0.7642999887466431,"realdonaldtrump, great, thank, trump, make, good, would, go, get, need","['trump', 'big', 'vision', 'rt', 'speak', 'cpac', 'conference', 'become', 'time', 'awesome', 'enjoy', 'apprenticenbc', 'make', 'sure', 'watch', 'great', 'make', 'many', 'new', 'friend', 'trump', 'doralresort', 'cadillacchamp', 'good', 'luck', 'interview', 'future', 'renovation', 'invest', 'trump', 'good', 'subject', 'good', 'thank', 'thank']"
716,7.0,0.6470999717712402,"realdonaldtrump, great, thank, trump, make, good, would, go, get, need","['hear', 'enjoy', 'trump', 'big', 'plan', 'improve', 'doralresort', 'reporter', 'beg', 'look', 'timebomb', 'wait', 'explode', 'nervous', 'sad', 'mess', 'know', 'feel', 'sorry', 'dummy', 'reporter', 'go', 'trump', 'rory', 'great', 'player', 'compete', 'huge', 'fan', 'realdonaldtrump', 'think', 'intelligent', 'tenacious', 'man', 'big', 'model', 'thank', 'sadatdm', 'thank', 'joelalbright', 'great', 'cpac', 'ticket', 'sale', 'spike', 'invite', 'realdonaldtrump', 'surprised', 'good', 'morning', 'realdonaldtrump', 'start', 'read', 'think', 'big', 'yesterday', 'finish', 'thank', 'write', 'thank']"
717,7.0,0.628000020980835,"realdonaldtrump, great, thank, trump, make, good, would, go, get, need","['morning', 'admire', 'leadership', 'look', 'hear', 'speak', 'next', 'week', 'thank', 'great', 'couple', 'thank', 'morning', 'ticket', 'sale', 'go', 'ask', 'thank', 'good', 'thing', 'remember', 'good', 'goal', 'thank', 'good', 'choice', 'good', 'luck', 'decision', 'cover', 'basis', 'ask', 'question', 'pretend', 'save', 'lot', 'time', 'trouble', 'notice', 'first', 'word', 'think', 'big', 'think', 'step', 'use', 'power', 'utilize', 'develop', 'capacity']"
718,7.0,0.7214999794960022,"realdonaldtrump, great, thank, trump, make, good, would, go, get, need","['image', 'important', 'speak', 'word', 'fine', 'print', 'go', 'product', 'mida', 'touch', 'guy', 'watch', 'doralresort', 'available', 'doralresort', 'usatodaysport', 'last', 'year', 'wood', 'walk', 'cadillacchamp', 'doralresort', 'trumpdoral', 'medium', 'trump', 'speak', 'cpac', 'cpac', 'great', 'name', 'great', 'celebrity', 'moment', 'great', 'realdonaldtrump', 'next', 'step', 'accomplish', 'much', 'stay', 'tuned', 'average', 'thank', 'realdonaldtrump', 'go', 'low', 'trump', 'doral']"
719,7.0,0.5073000192642212,"realdonaldtrump, great, thank, trump, make, good, would, go, get, need","['day', 'doral', 'awesome', 'green', 'look', 'perfect', 'wait', 'see', 'course', 'change', 'amowjf', 'realdonaldtrump', 'true', 'champion', 'start', 'company', 'read', 'book', 'art', 'deal', 'tremendous', 'help', 'savvy', 'princess', 'thank', 'agree', 'thank', 'good', 'game', 'great', 'way', 'improve', 'business', 'skill', 'concentration', 'assessment', 'technique', 'passion', 'patient', 'enthusiastic', 'come', 'goal', 'think', 'big', 'realistic', 'think', 'big', 'make', 'sure', 'tune', 'round', 'firework', 'surprise', 'aim', 'bring', 'doralresort']"
720,3.0,0.4108000099658966,"great, border, news, happen, come, thank, process, meeting, ready, work","['axelpal', 'prepare', 'go', 'alone', 'entrepreneur', 'group', 'effort', 'keep', 'focus', 'read', 'touch', 'doralresort', 'thank', 'rt', 'gem', 'guy', 'doralresort', 'tournament', 'follow', 'trump', 'spy', 'steal', 'make', 'pay', 'espionage', 'address', 'cpac', 'cpacnew', 'resolve', 'big', 'problem', 'boss', 'realize', 'fear', 'exact', 'opposite', 'faith', 'get', 'big', 'picture', 'prepare', 'picture', 'change', 'persistent', 'alert', 'single', 'day', 'pay', 'protection', 'doral', 'tee']"
721,7.0,0.40849998593330383,"realdonaldtrump, great, thank, trump, make, good, would, go, get, need","['live', 'tweet', 'tonight', 'last', 'week', 'get', 'great', 'cast', 'bret', 'target', 'get', 'go', 'love', 'lose', 'pier', 'trace', 'team', 'raise', 'amazing', 'amount', 'look', 'good', 'season', 'charity', 'promise', 'deliver', 'high', 'drama', 'firing', 'bret', 'tough', 'seem', 'mind', 'plan', 'team', 'power', 'able', 'withstand', 'smooth', 'sailing', 'expect', 'incredible', 'think', 'team', 'agree']"
722,6.0,0.39469999074935913,"hard, woman, result, crazy, work, announce, come, source, nice, crowd","['team', 'think', 'edge', 'interactive', 'photo', 'experience', 'task', 'assignment', 'honest', 'come', 'front', 'trace', 'deliver', 'check', 'must', 'grateful', 'trace', 'team', 'tremendous', 'work', 'think', 'hat', 'work', 'whole', 'team', 'seem', 'work', 'war', 'say', 'nice', 'people', 'meet', 'next', 'say', 'set', 'fail', 'confuse', 'interesting', 'talent', 'possess', 'exec', 'love', 'concept', 'presentation']"
723,7.0,0.48559999465942383,"realdonaldtrump, great, thank, trump, make, good, would, go, get, need","['agree', 'tough', 'smart', 'team', 'favorite', 'true', 'dennis', 'animate', 'see', 'way', 'hair', 'change', 'think', 'lose', 'team', 'boardroom', 'discuss', 'team', 'member', 'go', 'happen', 'let', 'negotiate', 'fear', 'let', 'fear', 'negotiate', 'address', 'celebapprentice', 'network', 'tv', 'last', 'night', 'time', 'slot', 'clock', 'hour', 'major', 'demographic', 'foxandfriend', 'int', 'victory', 'trump', 'doralresort', 'tour', 'offer', 'cpac', 'celebrity']"
724,7.0,0.39340001344680786,"realdonaldtrump, great, thank, trump, make, good, would, go, get, need","['build', 'work', 'need', 'lose', 'put', 'foundation', 'thoreau', 'tigerwood', 'great', 'champion', 'honor', 'doral', 'brandenroderick', 'brande', 'thank', 'pleasure', 'work', 'deesnider', 'total', 'understand', 'leave', 'choice', 'look', 'keep', 'touch', 'yesterday', 'cadillacchamp', 'result', 'show', 'trump', 'doralresort', 'course', 'difficult', 'good', 'renovation', 'terrible', 'press', 'conference', 'mishandle', 'prisoner', 'swap', 'disaster', 'surprise', 'accord', 'new', 'employment', 'number', 'drop', 'work', 'force', 'give', 'look', 'work', 'look', 'address', 'morning', 'stress', 'job', 'wait', 'see', 'many', 'friend', 'great', 'playing', 'weekend', 'true', 'winner', 'look', 'trump', 'national', 'doral', 'economy', 'bad', 'recovery', 'obama', 'depression', 'result', 'policy', 'speak', 'new', 'taxis']"
725,7.0,0.5162000060081482,"realdonaldtrump, great, thank, trump, make, good, would, go, get, need","['keep', 'karlrove', 'make', 'viable', 'candidate', 'person', 'make', 'mistake', 'try', 'new', 'medium', 'say', 'tour', 'trump', 'tour', 'get', 'speak', 'slot', 'cpac', 'bit', 'continue', 'pm', 'slot', 'key', 'demographic', 'hot', 'season', 'hear', 'stay', 'great', 'presence', 'share', 'view', 'congratulation', 'newyorkobserver', 'celebrate', 'year', 'anniversary', 'paper', 'amazing', 'management', 'speech', 'schedule', 'telecast', 'live', 'cspan', 'cable', 'network', 'note', 'tweet']"
726,7.0,0.7488999962806702,"realdonaldtrump, great, thank, trump, make, good, would, go, get, need","['wilsonleeflore', 'thank', 'warn', 'pre', 'visit', 'realize', 'brand', 'many', 'time', 'valuable', 'business', 'mida', 'touch', 'yardstick', 'quality', 'people', 'use', 'environment', 'excellence', 'expect', 'job', 'ad', 'make', 'look', 'great', 'run', 'create', 'terrible', 'ad', 'think', 'run', 'love', 'go', 'work', 'go', 'try', 'think', 'big', 'thank', 'good', 'luck']"
727,7.0,0.6651999950408936,"realdonaldtrump, great, thank, trump, make, good, would, go, get, need","['peruvianmuse', 'great', 'cpac', 'thank', 'paulteutulsr', 'thank', 'speak', 'fantastic', 'job', 'people', 'help', 'help', 'fight', 'autism', 'go', 'website', 'donation', 'activation', 'help', 'save', 'life', 'troop', 'vet', 'suffer', 'need', 'treatment', 'makeitvisible', 'donate', 'grantgphoto', 'good', 'wish', 'thank', 'thank']"
728,7.0,0.4260999858379364,"realdonaldtrump, great, thank, trump, make, good, would, go, get, need","['tour', 'medium', 'sad', 'wh', 'punish', 'child', 'country', 'closing', 'tour', 'take', 'offer', 'agree', 'great', 'job', 'heyavampirebat', 'good', 'idea', 'wish', 'luck', 'time', 'marco', 'know', 'prioritize', 'line', 'address', 'start', 'ask', 'early', 'cpac', 'sequester', 'total', 'budget', 'wh', 'allocate', 'fund', 'keep', 'tour', 'open', 'child', 'openourwh', 'cpacnew', 'large', 'ticket', 'sale', 'day', 'announcement', 'honor', 'wait', 'talented', 'doubt', 'conquer', 'hole', 'new', 'blue', 'monster', 'doralresort', 'art', 'deal', 'think', 'champion', 'would', 'helpful']"
729,7.0,0.3091999888420105,"realdonaldtrump, great, thank, trump, make, good, would, go, get, need","['good', 'good', 'friend', 'game', 'today', 'winner', 'make', 'decision', 'need', 'fact', 'exhaust', 'due', 'diligence', 'end', 'go', 'accord', 'wpost', 'lose', 'public', 'trust', 'economy', 'homework', 'waste', 'people', 'time', 'due', 'poor', 'planning', 'thoughtlessness', 'leave', 'bad', 'impression', 'good', 'reason', 'people', 'connect', 'touch', 'great', 'good', 'watch', 'cuban', 'last', 'night', 'year', 'dennisrodman', 'thank']"
730,7.0,0.6158999800682068,"realdonaldtrump, great, thank, trump, make, good, would, go, get, need","['make', 'story', 'visit', 'last', 'night', 'happen', 'talk', 'way', 'get', 'credit', 'thank', 'offer', 'fund', 'wh', 'tour', 'decision', 'tour', 'corps', 'obsess', 'speech', 'schedule', 'tomorrow', 'show', 'shallow', 'politician', 'many', 'jealous', 'cpacnew', 'speak', 'slot', 'fellow', 'republican', 'good', 'congratulation', 'catholic', 'friend', 'selection', 'catholic', 'church', 'people', 'know', 'explain', 'celebrity', 'feud', 'speak', 'truth', 'barbarajwalter', 'make', 'great', 'decision', 'firing', 'joyvbehar', 'show', 'rickstone', 'yankee', 'thank', 'thank']"
731,7.0,0.478300005197525,"realdonaldtrump, great, thank, trump, make, good, would, go, get, need","['good', 'move', 'downgrade', 'wegote', 'dead', 'weekend', 'spot', 'guy', 'interview', 'discuss', 'wh', 'tour', 'offer', 'karlrove', 'terrible', 'ad', 'watch', 'dummy', 'promote', 'ok', 'show', 'name', 'small', 'benefactor', 'bomb', 'dallasmavs', 'likely', 'scenario', 'remain', 'finish', 'frustrating', 'ninth', 'big', 'crowd', 'expect', 'tomorrow', 'morning', 'cpac', 'look', 'cpac', 'attendee', 'fellow', 'patriot', 'line', 'cpacnew', 'start', 'ballroom', 'make', 'sure', 'early', 'release', 'budget', 'year', 'deliver', 'budget', 'reason', 'partner', 'stand', 'top', 'team', 'suck', 'stupid', 'people', 'buy', 'own', 'piece']"
732,7.0,0.5401999950408936,"realdonaldtrump, great, thank, trump, make, good, would, go, get, need","['less', 'tv', 'persona', 'person', 'think', 'arrogant', 'crude', 'dope', 'meet', 'stupid', 'people', 'general', 'course', 'nature', 'power', 'man', 'subsistence', 'amount', 'think', 'trigger', 'detail', 'detail', 'major', 'component', 'make', 'big', 'cpac', 'speech', 'go', 'morning', 'first', 'ovation', 'enjoy', 'press', 'conference', 'speech', 'morning', 'excellent', 'lot', 'professional', 'reporter', 'watch', 'minute', 'game', 'last', 'night', 'love', 'watch', 'lose', 'medium', 'trump', 'rate', 'man', 'politic', 'room', 'conclave', 'whack', 'job', 'pervert', 'video', 'politico', 'trump', 'bash']"
733,7.0,0.5085999965667725,"realdonaldtrump, great, thank, trump, make, good, would, go, get, need","['know', 'respect', 'boring', 'fail', 'rate', 'political', 'reporter', 'write', 'false', 'report', 'today', 'pathetic', 'reporter', 'want', 'know', 'truth', 'total', 'drudge', 'report', 'gatewaypundit', 'accurate', 'report', 'cpacnew', 'speech', 'read', 'medium', 'politico', 'huffpostpol', 'breitbartnews', 'play', 'debt', 'ceiling', 'card', 'joy', 'video', 'go', 'magnate', 'give', 'reform', 'suicide', 'mission', 'exclusive', 'trump', 'smack', 'medium', 'attack', 'speech', 'mboyle']"
734,7.0,0.7724000215530396,"realdonaldtrump, great, thank, trump, make, good, would, go, get, need","['speech', 'run', 'stupid', 'people', 'cpac', 'build', 'great', 'economy', 'breitbartvideo', 'medium', 'tell', 'truth', 'would', 'agree', 'take', 'bad', 'spot', 'cpac', 'want', 'time', 'could', 'fun', 'orangeeffect', 'smear', 'know', 'honest', 'reporter', 'state', 'prayer', 'breakfast', 'go', 'cpac', 'speech', 'security', 'let', 'people', 'long', 'line', 'thank', 'speech', 'today', 'realdonaldtrump', 'great', 'great', 'keep', 'plug', 'thank', 'realdonaldtrump', 'run', 'thank']"
735,7.0,0.6316999793052673,"realdonaldtrump, great, thank, trump, make, good, would, go, get, need","['realdonaldtrump', 'great', 'speech', 'true', 'cpac', 'thank', 'early', 'morning', 'speech', 'draw', 'large', 'crowd', 'large', 'remark', 'time', 'pack', 'end', 'fact', 'wow', 'record', 'rating', 'doral', 'monster', 'watch', 'year', 'congrat', 'wood', 'forget', 'watch', 'celebrity', 'tonight', 'last', 'week', 'host', 'high', 'rate', 'dateline', 'lot', 'good', 'golfer', 'win', 'deviousdoll', 'endometriosis', 'awareness', 'month', 'woman', 'suffer', 'good', 'rating', 'dateline', 'show', 'month', 'month', 'think', 'amazing', 'thank', 'realdonaldtrump', 'big', 'shoot', 'age', 'close']"
736,7.0,0.6244999766349792,"realdonaldtrump, great, thank, trump, make, good, would, go, get, need","['shre', 'look', 'apprentice', 'tonight', 'realdonaldtrump', 'show', 'go', 'strong', 'enjoy', 'thank', 'great', 'realjonjenkin', 'spend', 'amazing', 'place', 'create', 'thank', 'dothelastthe', 'realdonaldtrump', 'congrat', 'bring', 'clout', 'remain', 'blessed', 'thank', 'nice', 'ramsaygolf', 'realdonaldtrump', 'nice', 'playing', 'look', 'return', 'match', 'trump', 'international', 'watch', 'great', 'playing', 'tweeting', 'live', 'tonight', 'start', 'worry', 'time', 'zone', 'give', 'realdonaldtrump', 'apprentice', 'awesome', 'thank', 'wait', 'apprentice', 'tonight', 'realdonaldtrump', 'love']"
737,7.0,0.7217000126838684,"realdonaldtrump, great, thank, trump, make, good, would, go, get, need","['elect', 'good', 'luck', 'thank', 'realdonaldtrump', 'love', 'show', 'good', 'reality', 'tv', 'time', 'brent', 'michael', 'get', 'rob', 'great', 'crustyrunner', 'look', 'celebrity', 'drama', 'tonight', 'great', 'task', 'keep', 'realdonaldtrump', 'love', 'realdonaldtrump', 'first', 'tee', 'shoot', 'trump', 'link', 'snap', 'hook', 'look', 'apprentice', 'tonight', 'realdonaldtrump', 'show', 'go', 'strong', 'thank', 'exciting', 'going', 'may', 'agree', 'realdonaldtrump', 'know', 'keep', 'truthful', 'real', 'thank', 'would', 'run', 'would', 'thanks', 'meltdown', 'real', 'dennisrodman', 'think', 'could', 'performance', 'great', 'line', 'suit', 'agree']"
738,6.0,0.3605000078678131,"hard, woman, result, crazy, work, announce, come, source, nice, crowd","['meltdown', 'give', 'check', 'great', 'place', 'visit', 'traceadkin', 'good', 'plan', 'happy', 'welcome', 'advisor', 'show', 'great', 'credential', 'celebapprentice', 'music', 'cue', 'audience', 'participation', 'sound', 'active', 'team', 'love', 'lose', 'disrespectful', 'celebapprentice', 'bit', 'toxic', 'brandenroderick', 'bit', 'pc', 'inform', 'witch', 'surprise', 'surprised', 'celebapprentice', 'emergency', 'put', 'new', 'spin', 'team', 'presentation', 'show', 'time', 'celebapprentice']"
739,7.0,0.5776000022888184,"realdonaldtrump, great, thank, trump, make, good, would, go, get, need","['name', 'sound', 'elegant', 'celebapprentice', 'win', 'point', 'call', 'wicked', 'thing', 'become', 'predictable', 'true', 'scene', 'stealer', 'try', 'get', 'gift', 'celebapprentice', 'comment', 'boardroom', 'specific', 'would', 'unfair', 'different', 'time', 'zone', 'celebapprentice', 'thebrodyfile', 'great', 'seeing', 'overrated', 'man', 'politic', 'responsible', 'rise', 'open', 'public', 'celebrity', 'rank', 'clock', 'hour', 'high', 'margin', 'foxandfriend', 'interview', 'discuss', 'budget', 'deal']"
